RealTime dt Acc1 Acc2 Acc3 Vel1 Vel2 Vel3 Pos1 Pos2 Pos3 AccMag VelMag
637571289779237345 0 0,0005340576 0,002059937 0,00579834 -2,098E-05 6,988E-05 0,00024076 -2,72305E-07 5,395634E-07 1,570244E-06 0,006176512 0,0002515726
637571289779437356 0 -6,103516E-05 0,002426147 0,01152039 -2,098E-05 6,988E-05 0,00024768 -2,868232E-07 5,879204E-07 1,739244E-06 0,01177324 0,0002582029
637571289779627464 0 -0,002532959 -0,004638672 0,02015686 -2,098E-05 6,988E-05 0,00025836 -3,017609E-07 6,376749E-07 1,919394E-06 0,02083824 0,0002684646
637571289779817342 0 -0,002182007 0,005935669 0,01116943 -2,098E-05 7,334E-05 0,00026874 -3,162791E-07 6,87229E-07 2,101771E-06 0,01283548 0,0002793566
637571289780097466 0 -0,001922607 0,003372192 0,0148468 -2,098E-05 7,684E-05 0,00027574 -3,309651E-07 7,39792E-07 2,292339E-06 0,01534587 0,0002870141
637571289780227390 9989 0,005004883 -0,005111694 0,01382446 -1,744E-05 7,33E-05 0,00028282 -3,445658E-07 7,929416E-07 2,490069E-06 0,0155658 0,0002926844
637571289780417363 0 0,00289917 -0,005203247 -0,007461548 -1,394E-05 6,63E-05 0,00028282 -3,555488E-07 8,418016E-07 2,688043E-06 0,009547443 0,0002908215
637571289780637342 0 -0,002746582 0,0003204346 -0,006149292 -1,394E-05 6,28E-05 0,00027582 -3,653068E-07 8,869866E-07 2,883567E-06 0,006742417 0,0002832222
637571289780827341 0 -0,001251221 0,004150391 0,002090454 -1,394E-05 6,28E-05 0,00027226 -3,75232E-07 9,317002E-07 3,078683E-06 0,004812618 0,0002797564
637571289781027358 0 0,0009613037 0,009033203 0,01448059 -1,394E-05 6,63E-05 0,00027576 -3,8499E-07 9,768852E-07 3,27049E-06 0,01709416 0,0002839605
637571289781247342 0 -0,0002746582 0,005371094 0,01980591 -1,394E-05 7,333999E-05 0,00028632 -3,948038E-07 1,026038E-06 3,468343E-06 0,02052311 0,0002958922
637571289781423128 9972 0,006286621 0,01031494 0,02062988 -1,04E-05 8,042E-05 0,00030048 -4,034202E-07 1,080469E-06 3,67607E-06 0,02390631 0,0003112294
637571289781643137 0 -0,003158569 0,0078125 0,01728821 -6,919998E-06 8,737999E-05 0,0003144 -4,094475E-07 1,138864E-06 3,890048E-06 0,01923263 0,0003263901
637571289781833154 10029 -0,008544922 0,003707886 0,01335144 -1,044E-05 9,089999E-05 0,00032496 -4,155582E-07 1,201618E-06 4,115103E-06 0,01627959 0,0003375956
637571289782018556 0 -0,0002441406 -0,007614136 0,02877808 -1,39E-05 8,743999E-05 0,0003388 -4,239799E-07 1,263324E-06 4,344764E-06 0,02976932 0,0003501777
637571289782228557 10008 0,01278687 -0,01150513 0,03356934 -1,044E-05 8,052E-05 0,00035956 -4,324015E-07 1,321438E-06 4,586397E-06 0,03771965 0,0003686134
637571289782428560 0 0,01132202 -0,01838684 0,001174927 -3,399998E-06 6,996E-05 0,00037012 -4,372732E-07 1,374407E-06 4,843244E-06 0,02162509 0,0003766892
637571289782648539 9983 -0,0003204346 -0,01094055 -0,01487732 8,000188E-08 5,952E-05 0,00036664 -4,384286E-07 1,419466E-06 5,099636E-06 0,01846979 0,0003714398
637571289782818649 0 0,002532959 0,002548218 -0,01754761 8,000188E-08 5,612E-05 0,00035644 -4,383742E-07 1,458784E-06 5,345484E-06 0,01791167 0,0003608309
